Row #,Question Type,Question Text,Acceptable Options,Answer Given
18,DropdownQuestion,What is the rate?,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20""]",N/A
18,No questionnaire question for: Is it accruing?,"","",N/A
18,DropdownQuestion,Is it cumulative?,"[""Yes"", ""No""]",N/A
18,DropdownQuestion,Is it a PIK dividend?,"[""Yes"", ""No""]",N/A
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
18,ChecklistQuestion,What are the voting rights and protective provisions?,"[""Shares issued upon conversion of the Preferred, Shares or options, warrants or other rights issued to employees, consultants or directors in accordance with plans, agreements or similar arrangements, but not to exceed a total of [_____] shares issued after he closing date (or such greater number as unanimously approved by the board)"", ""Shares issued upon exercise of options, warrants or convertible securities existing on the closing date"", ""Shares issued as a dividend or distribution on Preferred or for which adjustment is otherwise made pursuant to the certificate of incorporation (e.g. stock splits)"", ""Shares issued in connection with a registered public offering"", ""Shares issued or issuable pursuant to an acquisition of another corporation or a joint venture agreement approved by the board"", ""Shares issued or issuable to banks, equipment lessors or other financial institutions pursuant to debt financing or commercial transactions approved by the board"", ""Shares issued or issuable in connection with any settlement approved by the board"", ""Shares issued or issuable in connection with sponsored research, collaboration, technology license, development, OEM, marketing or other similar arrangements or strategic partnerships approved by the board"", ""Shares issued to suppliers of goods or services in connection with the provision of goods or services pursuant to transactions approved by the board"", ""Shares that are otherwise excluded by consent of holders of a majority of the Preferred""]","(i) liquidate, dissolve or wind up the affairs of the Company, or effect any merger or consolidation or any other Deemed Liquidation Event; (ii) amend, alter, or repeal any provision of the Certificate of Incorporation or Bylaws in a manner materially adverse to the Series C Preferred; (iii) create or authorize the creation of or issue any other security convertible into or exercisable for any equity security, having rights, preferences or privileges senior to or on parity with the Series C Preferred, or increase the authorized number of shares of Series C Preferred; (iv) purchase or redeem or pay any dividend on any capital stock prior to the Series C Preferred, other than stock repurchased from former employees or consultants in connection with the cessation of their employment/services; (v) create or authorize the creation of any debt security if the Companys aggregate indebtedness would exceed $250,000; or (vi) create or hold capital stock in any subsidiary that is not a wholly-owned subsidiary or dispose of any subsidiary stock or all or substantially all of any subsidiary assets;  (vii) increase or decrease the size of the Board of Directors; (viii) change the principal business of the Company, enter new lines of business, or exit the current line of business; (ix) sell, assign, license, pledge, or encumber material technology or intellectual property, other than licenses granted in the ordinary course of business; or (x) enter into any corporate strategic relationship involving the payment contribution or assignment by the Company or to the Company of assets greater than $100,000. "
